ticket_id,timestamp,customer_id,channel,message,agent_reply,product,order_value,customer_country,resolution_status
d750562b-e305-4222-b694-a56d55825784,2025-01-06 23:25:45,CUST03911,email,Is it normal for a domestic shipment to take over two weeks? I'm starting to think it's lost.,,Air Purifier,242.89,Netherlands,open
e588dfdb-8417-4577-a517-95df78a54096,2026-03-30 17:06:16,CUST96383,email,I followed the setup guide but the device won't connect to my Wi-Fi. It keeps saying 'network not found'.,,Yoga Mat,231.23,Australia,open
34e3dbbd-fa55-4aeb-bdb1-c3e55279dee5,2025-06-09 04:44:36,CUST09839,chat,Two of the three items in my order arrived but one is missing. The packing slip shows all three.,,Phone Case,431.22,United Kingdom,resolved
2f8d8155-217a-41de-95d0-2c1d5d734d1f,2025-03-08 14:23:05,CUST73829,email,I applied a store credit but the full amount was still charged to my card. The credit seems to have disappeared.,,Smart Watch,332.9,France,open
8431ca5e-02db-4ddb-aebb-289fa9be8bbc,2025-12-26 11:56:29,CUST01065,web,I never received a shipping confirmation email. My order status just says 'confirmed'.,Thank you for your patience. I've updated your shipping address — the order hasn't left the warehouse yet so the change went through.,Air Purifier,146.49,Australia,resolved
7f74bd28-1045-4f9f-91cd-9e6c54c40ee3,2024-04-27 02:33:08,CUST78108,web,My tracking shows the package left the warehouse four days ago but there's been no update since.,,Air Purifier,245.87,Mexico,open
2319cc14-10d5-4079-8b7d-a9727feb4674,2024-04-01 02:05:10,CUST26064,web,My order was cancelled without any explanation. I didn't cancel it. What happened?,I've processed a full refund including return shipping costs. The amount will post in 3–5 business days.,Desk Lamp,362.02,Canada,open
08d256b8-52f3-43a4-b03f-055a1acebedc,2024-12-04 04:28:39,CUST09805,chat,The instruction manual was in a language I can't read. There was no English version included.,,Air Purifier,,Netherlands,open
e69669ab-964b-4889-9752-46c736322933,2024-10-15 16:03:24,CUST19136,chat,I can't find an option to download my past invoices. I need them for a tax return.,,,332.11,UAE,resolved
639331c7-d962-42e1-8b39-c08ae0514e8e,2025-02-09 02:02:59,CUST35346,chat,I can't find an option to download my past invoices. I need them for a tax return.,,Electric Toothbrush,,Brazil,resolved
9e737041-b59a-4cdf-9edd-8cf95e0bfcd6,2024-06-04 07:34:16,CUST18384,chat,How long does a refund typically take once you receive the item back at the warehouse?,,Bluetooth Speaker,224.71,Netherlands,resolved
4415e131-68bd-4d4e-b452-443bdb8afc62,2026-04-01 16:20:18,CUST08412,chat,The order confirmation shows the wrong city in the shipping address. Please fix it urgently.,,Sunglasses,361.63,Australia,resolved
bade4bbb-1351-4902-9f1c-54668b05dd9f,2025-02-14 02:01:59,CUST87401,email,I'm getting an error saying my card is declined but my bank says there's no issue on their end.,Thank you for reporting this. I've removed the unrecognised device from your account and sent a security alert to your email.,Wireless Headphones,89.18,Brazil,resolved
481d15df-ce9a-4294-bf29-96a303dfa233,2025-10-26 09:19:26,CUST80112,email,The replacement you sent for my damaged item is also damaged. Can we just do a refund at this point?,,Air Purifier,,France,escalated
4aa5a6f1-bc1e-4893-a59e-8b67bb60dc37,2024-03-02 23:23:19,CUST53315,web,I'm getting an error code E-404 when I try to connect the device to my phone. What does that mean?,,Electric Toothbrush,433.66,Singapore,resolved
6f91f882-a29a-4853-933b-976c499f2edd,2025-10-02 11:26:59,CUST02563,chat,My tracking shows the package left the warehouse four days ago but there's been no update since.,I'm sorry to hear about this experience. I've initiated a full refund which should appear in 3–5 business days.,Smart Watch,460.04,France,open
d4481dd3-0355-446e-bd55-1faa813949f8,2024-12-19 13:22:29,CUST30365,chat,The delivery driver left my package in the rain and everything inside is damaged. I have photos.,,Wireless Headphones,342.96,Mexico,resolved
b4f12a6c-7a1d-449b-a558-b1c64e2f3f7a,2024-02-12 21:01:21,CUST14294,chat,After charging overnight the battery is still showing 40%. Is the charging port defective?,I'm sorry the size didn't work out. I've set up an exchange for you — you'll receive a prepaid return label by email.,Mechanical Keyboard,66.67,Spain,resolved
13ca9eed-c4f7-47bb-baa2-976393fffe80,2025-01-30 16:44:36,CUST06088,email,I never received a shipping confirmation email. My order status just says 'confirmed'.,I've confirmed your order details and can see the issue. A replacement has been dispatched — you'll receive tracking info shortly.,Electric Toothbrush,163.82,Mexico,open
86854fa5-b6ff-42e9-b717-2d9a0ac620fe,2025-04-11 12:49:32,CUST84656,email,I ordered a gift to arrive before my daughter's birthday. It's three days late. I'm really disappointed.,Your package was marked delivered in error. I've opened a trace with the carrier — we'll update you within 48 hours.,Wireless Headphones,95.27,UAE,open
a1ad15be-eb95-4daa-b152-cc07f1fbfda1,2024-01-01 15:08:04,CUST44369,email,I accidentally ordered two of the same item and I want to return one unopened one.,,Smart Watch,398.93,Singapore,resolved
ed16b38d-4157-4a3b-b07e-7b6399028ef5,2024-05-11 17:24:24,CUST48951,web,You're still charging me after I deleted my account. How is that possible?,,Smart Watch,32.64,Brazil,resolved
ca4a07bb-a1cb-44bc-8e92-6540914525c3,2024-04-23 03:13:59,CUST76936,email,A charge appeared from a month I didn't use the service at all. I need an explanation.,I've processed a full refund including return shipping costs. The amount will post in 3–5 business days.,,387.32,United Kingdom,resolved
ec0c5892-7b75-4ace-ac21-a7eb2199c864,2024-12-05 22:59:20,CUST28708,chat,I live in an apartment and couriers keep returning parcels because they can't access the building. Can I arrange pickup?,,Wireless Headphones,283.87,France,escalated
83869ad3-8ed5-4d6c-9fd9-078ded1e6336,2025-11-18 12:19:59,CUST98687,web,The product looks nothing like the photos on the website. The colour is completely different.,,Water Bottle,385.25,Netherlands,open
c658a02b-2f16-47bc-88b5-c95cf4c26593,2025-01-06 15:43:56,CUST47143,chat,How long does a refund typically take once you receive the item back at the warehouse?,,Air Purifier,350.04,Japan,open
ad976c65-8a8a-4336-a6f6-616b644e2a13,2025-10-06 11:23:46,CUST65876,chat,Can you walk me through a factory reset? I've tried the standard steps from the manual and it's not working.,I can see the payment did go through — the pending status is a display lag. Your order is confirmed.,Running Shoes,,Spain,resolved
77ad3921-675e-489f-83b3-44ab54f26268,2025-08-13 21:37:57,CUST70546,web,The button on the side stopped responding. Everything else works fine but that one button is dead.,,Desk Lamp,118.06,Australia,open
473e62d0-31e9-45b2-a2ac-6b309b0427a8,2026-01-24 10:02:45,CUST06562,web,Tracking says my item is stuck in a customs facility. What documents do I need to provide?,,Electric Toothbrush,286.55,United States,open
ae8f4b2f-c7c9-40b4-9c0f-f5fbed2bd682,2025-10-27 19:50:32,CUST27204,chat,The box arrived completely crushed. The item inside might be okay but I'm worried.,,Electric Toothbrush,378.48,Mexico,open
7df13617-4a30-431a-a824-a093d017c873,2024-05-07 05:41:08,CUST70805,chat,I ordered a gift to arrive before my daughter's birthday. It's three days late. I'm really disappointed.,,Desk Lamp,,Australia,open
1916bbb2-7b38-401b-bd14-4c8175d929f6,2024-02-01 15:49:19,CUST92327,email,My tracking shows the package left the warehouse four days ago but there's been no update since.,,Bluetooth Speaker,307.55,Japan,resolved
7d0718dc-0e4a-47e5-a474-f7ed189afda4,2024-09-11 09:37:54,CUST41904,email,The product arrived defective — it stopped working after two days. I need a full refund.,I've processed a full refund including return shipping costs. The amount will post in 3–5 business days.,Mechanical Keyboard,317.35,United Kingdom,resolved
809cd8a5-efb4-4b74-8e98-ff5daa9ddc29,2025-04-13 11:49:02,CUST91905,email,The product arrived defective — it stopped working after two days. I need a full refund.,I've merged both accounts and transferred all order history and loyalty points to your primary account.,Water Bottle,250.2,India,escalated
b8f7e999-0967-47ab-9f31-c3b7215228b3,2025-12-15 04:19:30,CUST26284,email,The stitching on this started coming apart after just two wears. Really poor quality.,,Mechanical Keyboard,427.34,Mexico,escalated
952063c4-cd81-4e76-8d5e-031c7100a30f,2025-03-09 07:11:55,CUST73799,email,The product arrived defective — it stopped working after two days. I need a full refund.,Thanks for flagging this. I've suspended any further charges while we investigate the billing error.,Yoga Mat,400.94,France,open
6fcab97e-019a-4c02-81a1-a2338de7ef31,2025-03-05 04:02:20,CUST80831,chat,I'm getting an error code E-404 when I try to connect the device to my phone. What does that mean?,,Running Shoes,358.8,Brazil,resolved
0d543574-11b3-4a9e-a9d6-0ef8b9baee9a,2024-05-24 13:16:49,CUST43634,email,"I was given a store credit instead of a cash refund, but I specifically asked for cash back to my card.",,Gaming Mouse,279.69,France,resolved
f9e9c8de-b47b-4743-b5b0-551cb499c75e,2025-02-24 20:29:47,CUST44313,chat,Can you give me an updated delivery estimate? The app says 'pending' but the order was placed two weeks ago.,"I've forwarded your firmware issue to our engineering team. As an interim step, try rolling back to the previous version using these steps: hold the reset button for 10 seconds while powering on.",Running Shoes,382.5,UAE,open
a1c81ae8-f694-464c-8b59-1d3d94fbe035,2024-06-05 03:53:05,CUST34352,chat,Can you give me an updated delivery estimate? The app says 'pending' but the order was placed two weeks ago.,I'm sorry to hear about this experience. I've initiated a full refund which should appear in 3–5 business days.,Running Shoes,322.56,Singapore,open
fdf90f20-cdb8-48a1-9b8c-a6000a289ab5,2024-01-20 01:17:14,CUST94777,chat,It's been 10 days and my package still hasn't arrived. The tracking page just says 'in transit' and hasn't updated in 4 days. What's going on?,Thanks for flagging this. I've suspended any further charges while we investigate the billing error.,Water Bottle,,Brazil,open
2f9e8691-43c8-4d7e-8a42-cd07f631306d,2024-03-24 06:41:28,CUST22941,web,"My parcel shows 'delivered' but there's nothing at my door, my mailbox, or with my neighbors. Where is it?",,Mechanical Keyboard,120.59,Netherlands,open
3894f159-0772-4c63-acb6-16a9c93d7ba1,2025-11-18 17:50:07,CUST49649,email,My package has been bouncing between two distribution centres for five days. Is this normal?,,Smart Watch,49.78,Australia,open
d4036abd-a0e5-4ea1-ba54-3e9ea11f20a8,2024-04-26 14:37:16,CUST20679,email,Is it normal for a domestic shipment to take over two weeks? I'm starting to think it's lost.,I've processed a full refund including return shipping costs. The amount will post in 3–5 business days.,Water Bottle,346.82,Spain,open
b857aaf3-8701-40c2-a7b7-9d8035ceaa3d,2024-11-03 07:14:05,CUST61832,web,Tracking says my item is stuck in a customs facility. What documents do I need to provide?,"I can confirm we've received your return. The refund will be processed once our team inspects the item, usually within 5–7 days.",Mechanical Keyboard,288.91,Germany,open
3cf4ec95-6e86-4e1d-ac68-35b8ab332d83,2025-12-29 02:19:36,CUST46488,email,Your warehouse is in my city. Why does shipping take five days?,,Running Shoes,132.68,United Kingdom,open
8c898478-5204-4187-9d21-c2fb01ff372f,2024-02-02 05:26:47,CUST49027,email,My order was cancelled without any explanation. I didn't cancel it. What happened?,,Mechanical Keyboard,408.98,United Kingdom,open
bcb55e23-5655-4c11-a068-f78e301ef149,2025-09-26 08:19:13,CUST55125,email,The instruction manual was in a language I can't read. There was no English version included.,I've applied a $10 goodwill credit to your account for the inconvenience. It'll appear automatically at your next checkout.,Laptop Stand,,United Kingdom,open
8410af72-da12-4dbb-be6c-cf9f5cb16110,2025-05-17 04:31:13,CUST16808,email,Tracking says my item is stuck in a customs facility. What documents do I need to provide?,I've resent the password reset link to the email on file. Please check your spam folder if it doesn't arrive within a few minutes.,Yoga Mat,382.4,Australia,open
a8c852ee-2c1d-45c2-a924-afaa29defc84,2024-07-22 12:31:37,CUST47710,web,"I ordered during your sale and was quoted one price, but my card was charged the regular price.",,Coffee Maker,55.67,Mexico,escalated
838e36e7-0da3-4f4f-9979-b130831477cc,2025-12-17 20:01:27,CUST12748,email,I installed the companion app but it doesn't detect the device even though it's right next to my phone.,,Smart Watch,80.87,Australia,escalated
d36eff8c-56fb-4c5f-8058-0d8ffd73b1d6,2026-02-28 12:35:37,CUST21465,web,My loyalty points disappeared after I changed my email. Can you restore them?,Thank you for reaching out. I've looked into this and I'm escalating it to our logistics team right away. You'll hear back within 24 hours.,Sunglasses,294.16,South Africa,open
37d17625-3435-4ad5-a47c-dde64c9f59cc,2024-08-18 20:02:19,CUST78755,email,I received the wrong item entirely. I ordered a blue one and got a green one. How do I return it and get the right one?,,Smart Watch,127.01,India,open
25e40703-45f8-41a7-98e3-2193c0443bee,2025-09-30 02:48:20,CUST05766,web,Can I change my delivery to a parcel locker instead of home delivery?,,,299.19,Mexico,open
63c16955-4894-4976-8cac-b35bd68bde3d,2025-11-14 23:48:19,CUST18702,email,The tracking number you sent me doesn't work on the carrier's website. Can you tell me where my package actually is?,I'm sorry the size didn't work out. I've set up an exchange for you — you'll receive a prepaid return label by email.,Bluetooth Speaker,204.77,United Kingdom,resolved
9add261a-bedc-4e1d-886b-f92abbecd837,2026-04-08 22:52:54,CUST65780,email,My account shows a balance I didn't deposit. Where did it come from and is it real credit I can use?,,Smart Watch,222.65,United Kingdom,resolved
22264941-4d5e-45c1-bd46-721a68a0db64,2024-06-05 03:10:53,CUST72400,chat,I ordered over a month ago and the status hasn't changed from 'processing'. Is this order ever going to ship?,I've resent the password reset link to the email on file. Please check your spam folder if it doesn't arrive within a few minutes.,Smart Watch,287.3,Singapore,open
1f7a72ce-170c-4c27-8961-f97aa847419e,2024-09-28 23:03:31,CUST19693,email,My package has been bouncing between two distribution centres for five days. Is this normal?,I've merged both accounts and transferred all order history and loyalty points to your primary account.,Sunglasses,450.47,Brazil,escalated
c0df2688-738f-4ae1-91af-00f6b8a09d3f,2026-04-29 02:39:20,CUST21759,chat,My account shows I'm logged in on a device I don't recognize. How do I remove it?,,Sunglasses,198.5,Brazil,open
cdd47fef-fa4a-47e9-86ba-5de1c7d9b064,2025-08-15 10:17:29,CUST95944,chat,I installed the companion app but it doesn't detect the device even though it's right next to my phone.,Thank you for the photos — I can clearly see the damage. A replacement unit will ship within 1–2 business days.,Desk Lamp,34.03,UAE,resolved
ef9e1271-888c-4f33-a062-258229c951a0,2025-03-20 14:05:28,CUST39533,email,Two of the three items in my order arrived but one is missing. The packing slip shows all three.,,Wireless Headphones,,Singapore,open
d9703815-f5d2-4fa7-a194-311dfb3613ff,2025-07-20 19:00:45,CUST21456,chat,My order was supposed to arrive by Thursday but it's now Sunday and nothing. I needed this for an event that already happened.,,Bluetooth Speaker,457.61,Mexico,open
6b9e5b60-e125-4658-bbe4-d3851f3257c2,2026-01-18 12:35:20,CUST45171,chat,I see a charge from your company on my card that I don't recognize. I didn't place any order recently.,,Gaming Mouse,404.25,France,open
9bc9e7c9-aa50-4ff9-9587-317f440ec97e,2025-09-04 22:48:21,CUST04817,chat,The refund you promised two weeks ago still hasn't appeared in my account. When will it post?,,Bluetooth Speaker,124.57,United States,resolved
b124e4ef-eb1e-4082-9e3c-4d7b92680ce7,2025-05-24 12:57:37,CUST93174,email,I never received a shipping confirmation email. My order status just says 'confirmed'.,I'm sorry to hear about this experience. I've initiated a full refund which should appear in 3–5 business days.,Yoga Mat,125.05,Netherlands,open
119c7d45-af78-4f3c-b48e-439a4c962b30,2025-12-05 17:03:54,CUST58692,web,I got a shipment notification for an order I never placed. Did someone use my account?,,Sunglasses,,France,open
ca8aca65-cb0a-4bfe-a67e-5145dd8fc5c4,2025-11-21 19:27:47,CUST35158,web,How long does a refund typically take once you receive the item back at the warehouse?,I'm sorry to hear the product didn't meet your expectations. I've raised a quality report and our team will follow up with next steps.,Phone Case,413.85,United Kingdom,resolved
162c3f6d-de7a-4e8f-98ea-83eb4831dc8f,2024-02-03 04:15:49,CUST05329,chat,Can you give me an updated delivery estimate? The app says 'pending' but the order was placed two weeks ago.,,Smart Watch,82.3,Spain,resolved
6e14add9-74a1-4a18-ba6c-2e429e525b2f,2025-03-06 17:33:19,CUST22842,chat,I got a shipment notification for an order I never placed. Did someone use my account?,I've resent the password reset link to the email on file. Please check your spam folder if it doesn't arrive within a few minutes.,Smart Watch,17.73,Germany,open
4b43e4da-9597-475d-9909-84428801fccd,2025-10-15 22:32:49,CUST81177,web,The box arrived completely crushed. The item inside might be okay but I'm worried.,,Mechanical Keyboard,,Singapore,escalated
d9369bf9-45b7-409b-9973-4d8ebc0af2f2,2026-03-21 01:06:37,CUST47007,web,I followed the setup guide but the device won't connect to my Wi-Fi. It keeps saying 'network not found'.,,Electric Toothbrush,450.64,France,resolved
797fd7c4-4d15-4ca5-b4fe-7dbbdc76445f,2024-04-12 00:48:40,CUST24998,email,The return shipping label you sent me is expired. Can you generate a new one?,,Yoga Mat,220.8,Singapore,resolved
212d5928-8a72-4f88-847c-df2088324946,2024-11-30 00:38:27,CUST67365,web,The Bluetooth on this device disconnects constantly. I've tried re-pairing it multiple times.,,Gaming Mouse,134.9,Canada,resolved
f78f9fa1-cc26-414c-a942-3db2e780eb83,2026-01-06 17:59:18,CUST11116,chat,The item broke within the warranty period. Do I return it or is there a repair service?,,Mechanical Keyboard,285.22,South Africa,open
dd8f572c-bb77-4809-9892-8b667dd1faef,2025-07-03 07:05:30,CUST60494,chat,I can't update my shipping address in the account settings — the save button doesn't do anything.,Your package was marked delivered in error. I've opened a trace with the carrier — we'll update you within 48 hours.,Water Bottle,424.23,France,open
d58e1fa1-7771-4567-8d25-799ce4df1820,2025-03-08 17:46:32,CUST93689,email,I live in an apartment and couriers keep returning parcels because they can't access the building. Can I arrange pickup?,,Running Shoes,98.4,Japan,resolved
4d5a4cc8-6da1-4620-9a1f-12ba4191bc2f,2025-06-11 21:34:53,CUST50229,email,I got a shipment notification for an order I never placed. Did someone use my account?,I've merged both accounts and transferred all order history and loyalty points to your primary account.,Phone Case,115.42,India,open
ac9cfa2b-63ed-412e-8557-3529be5f9a64,2024-09-01 12:38:35,CUST54599,chat,"My parcel shows 'delivered' but there's nothing at my door, my mailbox, or with my neighbors. Where is it?",I can see the payment did go through — the pending status is a display lag. Your order is confirmed.,Wireless Headphones,227.13,India,open
bb110a48-b6a0-4c83-9cf1-08a99ae2b830,2025-11-17 16:36:06,CUST64381,chat,Your courier left a 'missed delivery' note but I was home all day. Now I can't find a redelivery option on their site.,Your package was marked delivered in error. I've opened a trace with the carrier — we'll update you within 48 hours.,Laptop Stand,32.25,India,escalated
2eaaaed5-4046-4aa3-b013-d8356a307714,2024-03-26 02:25:10,CUST03432,email,I paid with PayPal but the order confirmation says payment pending. Did the payment go through or not?,Thank you for reaching out. I've looked into this and I'm escalating it to our logistics team right away. You'll hear back within 24 hours.,Gaming Mouse,196.3,Japan,open
6c1158dc-64f6-44e9-89f9-2787a28cc0ed,2025-07-04 04:18:33,CUST16060,email,The order confirmation shows the wrong city in the shipping address. Please fix it urgently.,,Mechanical Keyboard,323.67,Germany,open
8f312c4b-d0b7-475a-b6ba-7fdb2dd2fa13,2024-02-02 09:35:19,CUST52975,chat,Is it normal for a domestic shipment to take over two weeks? I'm starting to think it's lost.,Thank you for the photos — I can clearly see the damage. A replacement unit will ship within 1–2 business days.,Phone Case,162.03,France,open
fda6bece-50e4-4c28-adfd-9e633b4ff6c6,2024-09-18 04:26:30,CUST18188,chat,"I was given a store credit instead of a cash refund, but I specifically asked for cash back to my card.",I've removed the incorrect VAT and issued a corrected invoice to your billing email.,Air Purifier,81.76,Australia,open
8f23dc42-d97f-44df-9049-55d0d346ae6a,2024-08-25 11:23:55,CUST12779,email,I received an order confirmation but my payment hasn't been debited. Is the order actually placed?,,Wireless Headphones,316.02,Mexico,escalated
9249f92e-5b62-42c6-a71a-3eb67be01796,2025-05-06 02:30:44,CUST27177,email,I cancelled my subscription three weeks ago and I've just been charged again this month. Please reverse it.,,Phone Case,231.44,United States,open
73e45f91-c589-46a1-a014-9d5f1e8abbcf,2025-03-21 23:00:27,CUST11998,chat,The order confirmation shows the wrong city in the shipping address. Please fix it urgently.,,Wireless Headphones,306.45,Netherlands,open
a33b38da-ae34-42d0-99a7-e780e5146344,2024-04-06 02:49:07,CUST71518,email,My package was apparently delivered to the wrong address according to the carrier. What do I do now?,I've processed a store credit for the full amount. It's now available in your account balance.,Laptop Stand,87.79,France,escalated
371341bc-274e-47a0-bae3-976fb7eee30f,2025-08-24 19:56:10,CUST65905,chat,I never received a shipping confirmation email. My order status just says 'confirmed'.,,Sunglasses,331.72,Spain,resolved
6ec34b44-8555-4037-b239-32cb46062de4,2024-08-21 14:19:26,CUST51925,chat,I installed the companion app but it doesn't detect the device even though it's right next to my phone.,I've processed a full refund including return shipping costs. The amount will post in 3–5 business days.,Sunglasses,325.31,France,resolved
56f93324-c588-4651-b8bf-029cd0a46789,2026-03-28 17:21:58,CUST16850,chat,The order confirmation shows the wrong city in the shipping address. Please fix it urgently.,,Desk Lamp,121.01,Canada,open
6133377f-dca2-45ce-b692-64b960fd69e8,2025-04-04 11:55:43,CUST18880,email,The box arrived completely crushed. The item inside might be okay but I'm worried.,,Air Purifier,387.84,Singapore,escalated
95c30e28-7b3b-47c6-887d-56fedc0df7c3,2025-11-10 21:38:50,CUST06537,email,I received an order confirmation but my payment hasn't been debited. Is the order actually placed?,I've cancelled your order as requested. You won't be charged and any pending holds will clear within 2–3 business days.,Desk Lamp,452.95,Australia,open
24b53d09-cc78-4682-90b1-9caad8ca62d7,2025-11-15 10:39:42,CUST74688,email,I paid for express shipping and it's been a week. That's not express. I want a refund on the shipping charge at minimum.,,Air Purifier,35.57,Brazil,resolved
23f43a51-8f94-46c0-8d54-d8fada971efb,2024-06-08 08:49:20,CUST81412,chat,I paid for express shipping and it's been a week. That's not express. I want a refund on the shipping charge at minimum.,,Electric Toothbrush,231.05,France,escalated
ee4cc59f-6543-465b-b3b8-f533eed31632,2025-10-06 12:28:40,CUST06853,chat,Your courier left a 'missed delivery' note but I was home all day. Now I can't find a redelivery option on their site.,Thank you for reaching out. I've looked into this and I'm escalating it to our logistics team right away. You'll hear back within 24 hours.,Phone Case,328.48,Singapore,open
27d815d9-969d-424c-9669-dd8b2980dc69,2024-02-29 12:02:47,CUST47277,email,The carrier says 'address not found' but I've received packages here before. This makes no sense.,Thank you for your patience. I've updated your shipping address — the order hasn't left the warehouse yet so the change went through.,Laptop Stand,308.35,India,open
e7bcf4ad-5dbc-4fe7-bbcf-a89c0f0f16fa,2025-03-23 13:12:19,CUST34103,email,I can't find my order in my account. I have the confirmation email but it's not showing in my history.,I've removed the incorrect VAT and issued a corrected invoice to your billing email.,Mechanical Keyboard,319.66,UAE,open
5d65e039-3b5c-4edb-a227-dee7365a6b3f,2024-08-11 00:55:57,CUST46095,chat,The voice assistant feature keeps activating randomly. It's waking me up at night.,Your package was marked delivered in error. I've opened a trace with the carrier — we'll update you within 48 hours.,Bluetooth Speaker,,Netherlands,resolved
1f189cc1-e12e-4a60-a474-abc570bd04c0,2026-02-27 13:32:30,CUST80670,email,How long does a refund typically take once you receive the item back at the warehouse?,Thank you for reaching out. I've looked into this and I'm escalating it to our logistics team right away. You'll hear back within 24 hours.,Phone Case,369.14,South Africa,open
dc9b178f-0c13-4129-9311-0fea08099a5a,2025-05-31 13:11:32,CUST20585,web,I never received a shipping confirmation email. My order status just says 'confirmed'.,,Running Shoes,99.32,Canada,open
f93ffbe4-fa57-4010-989e-6da890055412,2025-12-11 23:31:53,CUST04303,web,You're still charging me after I deleted my account. How is that possible?,,Water Bottle,134.12,Singapore,resolved
7daaf20d-cb8e-4044-9aed-8b429e46d0a7,2025-03-20 10:59:14,CUST50541,web,I want to cancel my order. It hasn't shipped yet so this should be straightforward.,,Electric Toothbrush,176.13,Canada,open
35f3b842-81d8-4f22-a355-3f9f7deb3992,2026-02-11 21:00:59,CUST58416,chat,I ordered over a month ago and the status hasn't changed from 'processing'. Is this order ever going to ship?,,Phone Case,154.86,Brazil,resolved
f2823ab9-be6e-4bfc-b260-b33352ecdfa2,2025-10-23 22:45:31,CUST27570,email,"I initiated a return and got a confirmation, but I've heard nothing since. What's the status?",,Wireless Headphones,474.47,United Kingdom,resolved
ab81a47c-4256-4edb-9e77-0aab54780d67,2025-09-23 00:36:54,CUST58202,web,I can't find my order in my account. I have the confirmation email but it's not showing in my history.,I've confirmed your order details and can see the issue. A replacement has been dispatched — you'll receive tracking info shortly.,Wireless Headphones,197.6,UAE,open
a5416ef9-e6d2-4847-ae9d-0cef58af9298,2024-08-26 08:35:21,CUST75571,email,I was told returns are free but the portal is asking me to pay $12 for return shipping. That's not right.,I've merged both accounts and transferred all order history and loyalty points to your primary account.,Phone Case,,Canada,open
583eccd1-1916-42ce-95e3-129bd84cac97,2025-08-24 03:56:06,CUST81447,chat,I cancelled my subscription three weeks ago and I've just been charged again this month. Please reverse it.,,Smart Watch,427.88,Brazil,open
e827c37f-58a5-407f-9d68-87c95595103e,2025-11-22 10:56:52,CUST15518,email,I can't find an option to download my past invoices. I need them for a tax return.,,Electric Toothbrush,95.3,France,resolved
af1c421b-481b-455d-9633-1e2aa07fe77a,2024-07-07 12:43:12,CUST32370,chat,"I was given a store credit instead of a cash refund, but I specifically asked for cash back to my card.",,Air Purifier,52.25,Germany,open
463da6be-c0cd-419d-b737-eb1d55c84dd8,2026-01-13 13:55:43,CUST86691,chat,Your return portal says my order isn't eligible for return but it's within the 30-day window. Please help.,,Wireless Headphones,72.88,Mexico,resolved
a8ceca6c-ff0c-4255-b8b7-b7466a8dfe70,2024-10-09 16:04:38,CUST26801,email,There's an unexplained $5 fee on my invoice. What is that for?,Thank you for reporting this. I've removed the unrecognised device from your account and sent a security alert to your email.,Smart Watch,471.04,Spain,open
822cf806-5e67-4873-84d5-8a202879ea55,2024-05-02 12:06:37,CUST43842,email,My tracking shows the package left the warehouse four days ago but there's been no update since.,,Mechanical Keyboard,332.78,Japan,escalated
64c85c23-ded0-4565-b76d-69b213f4dc36,2025-06-08 11:22:13,CUST90010,web,The price I was shown at checkout was different from what appeared on the final confirmation. By about $12.,,Gaming Mouse,24.84,Spain,resolved
